fe_idx	fe_device_idx	fe_user_idx	fe_event_type	fe_event_value	fe_raw_data	fe_analysis_result	fe_timestamp
28786	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.2926617683707775,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":6.2926617683707775,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:01:21
28787	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.181278036514016,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":4.181278036514016,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:01:23
28788	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.493058905440051,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.493058905440051,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:01:24
28789	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":8.13087679774759,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":8.13087679774759,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:01:25
28790	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.29246348998592,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":6.29246348998592,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:01:29
28791	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.146584244092708,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":4.146584244092708,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:01:30
28792	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.484277519608668,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.484277519608668,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:01:32
28793	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":8.114369291088991,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":8.114369291088991,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:01:33
28794	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.316351274262161,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":6.316351274262161,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:01:37
28795	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.157736029304715,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":4.157736029304715,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:01:38
28796	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.504218198600171,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.504218198600171,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:01:40
28797	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":8.10863851118799,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":8.10863851118799,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:01:41
28798	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.166755556823119,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":4.166755556823119,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:01:46
28799	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.316372521124265,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":6.316372521124265,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:01:48
28800	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.480506794671385,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.480506794671385,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:01:48
28801	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":8.131143353120194,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":8.131143353120194,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:01:51
28802	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.311368440540889,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":6.311368440540889,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:01:53
28803	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.190352219554029,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":4.190352219554029,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:01:54
28804	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.493766669219639,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.493766669219639,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:01:55
28805	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":8.109825645593105,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":8.109825645593105,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:01:58
28806	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.155955537076949,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":4.155955537076949,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:02:02
28807	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.331384229966204,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":6.331384229966204,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:02:03
28808	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.48496652081667,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.48496652081667,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:02:03
28809	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":8.101206513467503,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":8.101206513467503,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:02:06
28810	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.308393093921865,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":6.308393093921865,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:02:11
28811	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.488022782603707,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.488022782603707,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:02:11
28812	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.16414098996961,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":4.16414098996961,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:02:11
28813	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.321904623922904,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":6.321904623922904,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:02:19
28814	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.486669988311405,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.486669988311405,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:02:19
28815	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":8.095388626203402,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":8.095388626203402,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:02:19
28816	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.15589723126169,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":4.15589723126169,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:02:19
28817	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.321138358961832,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":6.321138358961832,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:02:26
28818	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.596252924687093,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.596252924687093,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:02:27
28819	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.174232950829207,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":4.174232950829207,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:02:27
28820	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":8.123711969463557,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":8.123711969463557,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:02:27
28821	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.318193374774324,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":6.318193374774324,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:02:35
28822	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.578201650533799,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.578201650533799,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:02:37
28823	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.213668485172633,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":4.213668485172633,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:02:38
28824	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":8.138785403700467,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":8.138785403700467,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:02:38
28825	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.187260305329488,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":4.187260305329488,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:02:44
28826	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.329634368440594,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":6.329634368440594,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:02:44
28827	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.575711191138282,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.575711191138282,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:02:44
28828	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":8.081958475516075,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":8.081958475516075,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:02:47
28829	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.582508687576137,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.582508687576137,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:02:52
28830	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.314374273504939,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":6.314374273504939,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:02:52
28831	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.179307767790135,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":4.179307767790135,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:02:53
28832	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":8.085201032579107,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":8.085201032579107,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:02:56
28833	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.607536912357858,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.607536912357858,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:03:00
28834	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.293403238475378,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":6.293403238475378,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:03:00
28835	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.191646375223087,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":4.191646375223087,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:03:02
28836	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":8.087617942011093,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":8.087617942011093,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:03:07
28837	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.571832238051684,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.571832238051684,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:03:10
28838	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.284419462920681,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":6.284419462920681,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:03:10
28839	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.206940951496506,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":4.206940951496506,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:03:12
28840	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":8.108244054515296,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":8.108244054515296,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:03:16
28841	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.59573716742014,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.59573716742014,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:03:18
28842	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.311183979786648,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":6.311183979786648,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:03:18
28843	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.196625575699272,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":4.196625575699272,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:03:21
28844	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":8.120828755521359,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":8.120828755521359,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:03:24
28845	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.58665712221628,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.58665712221628,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:03:26
28846	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.305081254375182,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":6.305081254375182,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:03:28
28847	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.209346895299916,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":4.209346895299916,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:03:29
28848	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":8.143238518139754,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":8.143238518139754,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:03:34
28849	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.58213047402657,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.58213047402657,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:03:34
28850	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.306817673436768,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":6.306817673436768,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:03:36
28851	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.210968607367363,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":4.210968607367363,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:03:36
28852	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.590531444319538,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.590531444319538,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:03:42
28853	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":8.131097220669602,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":8.131097220669602,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:03:43
28854	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.201160487739514,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":4.201160487739514,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:03:43
28855	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.315958516441611,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":6.315958516441611,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:03:47
28856	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.591464779270211,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.591464779270211,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:03:51
28857	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":8.12579399821766,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":8.12579399821766,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:03:51
28858	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.204209765662711,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":4.204209765662711,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:03:51
28859	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.3102919535446915,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":6.3102919535446915,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:03:56
28860	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.555455374462895,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.555455374462895,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:03:59
28861	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":8.132413154245057,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":8.132413154245057,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:04:00
28862	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.215295946413164,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":4.215295946413164,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:04:00
28863	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.308287819893707,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":6.308287819893707,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:04:04
28864	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.5439414685478425,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.5439414685478425,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:04:06
28865	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.199727441099185,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":4.199727441099185,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:04:10
28866	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":8.141410999684865,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":8.141410999684865,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:04:11
28867	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.306792723902248,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":6.306792723902248,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:04:11
28868	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.538337676079436,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.538337676079436,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:04:14
28869	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.200922334542781,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":4.200922334542781,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:04:18
28870	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":8.139439929646642,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":8.139439929646642,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:04:18
28871	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.3068854469843245,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":6.3068854469843245,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:04:19
28872	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.558732984552535,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.558732984552535,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:04:22
28873	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.191385406735094,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":4.191385406735094,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:04:24
28874	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":8.132583078605933,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":8.132583078605933,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:04:26
28875	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.30328199186016,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":6.30328199186016,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:04:26
28876	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.551281088450509,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.551281088450509,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:04:30
28877	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.185853279705725,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":4.185853279705725,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:04:32
28878	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.316071040822038,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":6.316071040822038,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:04:35
28879	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":8.120121970716497,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":8.120121970716497,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:04:35
