fe_idx	fe_device_idx	fe_user_idx	fe_event_type	fe_event_value	fe_raw_data	fe_analysis_result	fe_timestamp
28880	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.542607307572382,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.542607307572382,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:04:39
28881	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.218353926337613,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":4.218353926337613,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:04:41
28882	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.330346327642644,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":6.330346327642644,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:04:45
28883	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":8.125809829628963,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":8.125809829628963,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:04:46
28884	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.558513956852437,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.558513956852437,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:04:47
28885	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.187209297961971,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":4.187209297961971,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:04:51
28886	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.3202987792952,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":6.3202987792952,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:04:53
28887	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":8.107073769613805,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":8.107073769613805,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:04:53
28888	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.551942878435881,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.551942878435881,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:04:56
28889	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.216210128362491,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":4.216210128362491,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:04:59
28890	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.34023444549743,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":6.34023444549743,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:05:01
28891	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":8.095070281969726,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":8.095070281969726,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:05:02
28892	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.563803990986514,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.563803990986514,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:05:04
28893	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.197461329851734,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":4.197461329851734,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:05:07
28894	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.306360412197051,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":6.306360412197051,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:05:09
28895	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.570144203883558,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.570144203883558,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:05:12
28896	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":8.121901806077005,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":8.121901806077005,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:05:12
28897	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.2097644802847185,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":4.2097644802847185,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:05:15
28898	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.289349350015129,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":6.289349350015129,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:05:17
28899	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.59393650510674,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.59393650510674,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:05:19
28900	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":8.130241098015318,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":8.130241098015318,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:05:20
28901	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.283059752923975,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":6.283059752923975,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:05:25
28902	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.188636675577243,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":4.188636675577243,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:05:25
28903	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.628248652831331,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.628248652831331,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:05:27
28904	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":8.123144006547193,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":8.123144006547193,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:05:27
28905	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.862815760373991,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":4.862815760373991,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:05:32
28906	1	\N	acceleration	0.018962	{"foot_type":"left","label":"waiting","speed":0.018961994384676228,"tilt":8.210075322611061,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0.018961994384676228,"tilt":8.210075322611061,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:05:33
28907	1	\N	acceleration	0.0245935	{"foot_type":"right","label":"waiting","speed":0.024593520540671397,"tilt":5.422339330263327,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0.024593520540671397,"tilt":5.422339330263327,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:05:35
28908	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":8.24273264125162,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":8.24273264125162,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:05:38
28909	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.708043393570335,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":5.708043393570335,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:05:40
28910	1	\N	acceleration	0.0799384	{"foot_type":"right","label":"waiting","speed":0.07993839510672214,"tilt":7.09910342673993,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0.07993839510672214,"tilt":7.09910342673993,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:05:43
28911	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":7.958514730540685,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":7.958514730540685,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:05:46
28912	1	\N	acceleration	0.0986977	{"foot_type":"left","label":"waiting","speed":0.09869768651536742,"tilt":9.584532832044175,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0.09869768651536742,"tilt":9.584532832044175,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:05:46
28913	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.462313607604358,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":5.462313607604358,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:05:48
28914	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":7.925036767306267,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":7.925036767306267,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:05:54
28915	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.318615885055721,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":5.318615885055721,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:05:56
28916	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":7.848872449542029,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":7.848872449542029,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:06:04
28917	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.10461255282209,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":5.10461255282209,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:06:04
28918	1	\N	acceleration	0.0920643	{"foot_type":"right","label":"waiting","speed":0.0920642653326679,"tilt":7.3817302486239385,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0.0920642653326679,"tilt":7.3817302486239385,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:06:04
28919	1	\N	acceleration	0.0394762	{"foot_type":"left","label":"waiting","speed":0.039476218912490126,"tilt":9.701719772919148,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0.039476218912490126,"tilt":9.701719772919148,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:06:04
28920	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":7.858266267057786,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":7.858266267057786,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:06:12
28921	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.023352805863112,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":5.023352805863112,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:06:12
28922	1	\N	acceleration	0.105181	{"foot_type":"right","label":"waiting","speed":0.10518069843294,"tilt":5.622716190491644,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0.10518069843294,"tilt":5.622716190491644,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:06:16
28923	1	\N	acceleration	0.324824	{"foot_type":"left","label":"waiting","speed":0.3248236928331226,"tilt":10.138717396067477,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0.3248236928331226,"tilt":10.138717396067477,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:06:19
28924	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":7.852067271040397,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":7.852067271040397,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:06:20
28925	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":5.032220146778911,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":5.032220146778911,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:06:22
28926	1	\N	acceleration	0.0392848	{"foot_type":"right","label":"waiting","speed":0.03928477455687562,"tilt":5.2574189497264285,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0.03928477455687562,"tilt":5.2574189497264285,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:06:26
28928	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.988728617879445,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":4.988728617879445,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:06:29
28927	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":7.84781788355869,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":7.84781788355869,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:06:29
28929	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.836711272233373,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":6.836711272233373,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:06:31
28930	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.354850750285266,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.354850750285266,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:06:34
28931	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":7.850016559952621,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":7.850016559952621,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:06:37
28932	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.984815428438878,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":4.984815428438878,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:06:38
28933	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.330830637736057,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":6.330830637736057,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:06:39
28934	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.706965768578584,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.706965768578584,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:06:42
28935	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":7.86122051472492,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":7.86122051472492,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:06:46
28936	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.980138047645312,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":4.980138047645312,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:06:47
28937	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.286018867366749,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":6.286018867366749,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:06:47
28938	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.693729520600726,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.693729520600726,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:06:50
28939	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.23368282798549,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":6.23368282798549,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:06:55
28940	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.985771373741045,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":4.985771373741045,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:06:55
28941	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":7.8257160622649735,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":7.8257160622649735,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:06:56
28942	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.698898135218599,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.698898135218599,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:06:58
28943	1	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":6.219864006315532,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_left","label":"waiting","speed":0,"tilt":6.219864006315532,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:07:03
28944	2	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.939166825656969,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_right","label":"waiting","speed":0,"tilt":4.939166825656969,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:07:04
28945	2	\N	acceleration	0	{"foot_type":"left","label":"waiting","speed":0,"tilt":7.687197255825282,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-2_left","label":"waiting","speed":0,"tilt":7.687197255825282,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:07:05
28946	1	\N	acceleration	0	{"foot_type":"right","label":"waiting","speed":0,"tilt":4.6978952699379875,"confidence":1,"probabilities":[0,0,0]}	{"channel":"SLOT-1_right","label":"waiting","speed":0,"tilt":4.6978952699379875,"confidence":1,"probabilities":[0,0,0]}	2026-01-07 09:07:05
